name,permalink,perfect_match,schools,school_subjects,job_titles,founded_on,location,undisclosed_amount,fund 0,categories,fund 1,fund 2,fund 3,fund 4,fund 5,fund 6,fund 7,fund 8,fund 9,fund 10,fund 11,fund 12,fund 13,fund 14,fund 15,fund 16,fund 17,fund 18,fund 19,fund 20,fund 21,fund 22,fund 23,fund 24,fund 25,num_fund_rounds
Brighter Children,brighter-children,no,"university-of-virginia, university-of-virginia","unknown, Major: Commerce","Investment Banking Analyst, Investment Associate, Chief Dreamer, Investment Banking Associate",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Brooklyn Fashion & Design Accelerator,brooklyn-fashion-design-accelerator,no,,,"Founder & Executive Director, Full-time Tenured Professor",2013,"New York, New York",no,2017:500000,"3D Printing, Communities, Incubators",2016:486000,,,,,,,,,,,,,,,,,,,,,,,,,2
Browsy,browsy,no,"new-york-university-stern-school-of-business, barnard-college-new-york","unknown, Economics",,2013,"New York, New York",yes,0,"E-Commerce, Fashion, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
BTX Trader,btx-trader,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Buddy Brands,buddy-brands,no,,,"Founder, Chief Operating Officer, President, Founder, Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bundle Organics,bundle-organics,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BurnFisch,sesh-app,no,,,Co-Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Buy Wine Now!,buy-wine-now,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BWG Strategy,bwg-strategy,no,university-of-pennsylvania,History,"Founder & CEO, CEO and Founder",2013,"New York, New York",yes,0,"Digital Media, Information Technology",,,,,,,,,,,,,,,,,,,,,,,,,,1
BYCO,byco,no,,,Co-Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cab With Me,cab-with-me,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CACHÉ,cach,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cameo,cameo,no,,,"Co-Founder, Co-Founder, Cameo, Partner, Co-Founder",2013,"New York, New York",yes,0,"Mobile Apps, Photography, Video",,,,,,,,,,,,,,,,,,,,,,,,,,1
Capri Ventures,capri-ventures,no,itmo-university,Applied Mathematics & Computer Science,"Strategic Member of the Advisory Board, President and Chief Executive Officer, Founder & CEO, EVP & President - Global Sales & Marketing, Co-Founder and Chairman, Former Member of the Advisory Board, Member of the Board of Directors, Board Observer, Member of the Board of Directors, President - Global Sales, Services & Field Marketing, Board Member, Member of the Board of Directors, Member of the Board of Directors, Board Advisor, Member of the Board of Directors",2015,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CareGeneral,caregeneral,no,columbia-business-school,"Finance, International Business","MD, CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Carte Blanche,carte-blanche,no,parsons-the-new-school-for-design,Fashion & Apparel Design,Founder & Designer,2013,"New York, New York",no,2013:40000,"Crowdsourcing, E-Commerce, Fashion, Online Portals",,,,,,,,,,,,,,,,,,,,,,,,,,1
Cerium Technology Ventures,cerium-technology-llc,no,,,,2013,"Dallas, Texas",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ChairandSpace Inc.,chairandspace-inc,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CHORD,chord,no,,,"CEO,Founder, Founder and Ceo, Founder and Ceo",2013,"New York, New York",no,2014:300000,"Photo Sharing, Shopping, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Chorus Connection,chorus-connection,no,,,,2013,"New York, New York",no,2018:70000,"Internet, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Cinelytic,cinelytic,no,cass-business-school,International Accounting & Finance,Co-Founder & CEO,2015,"Los Angeles, California",no,2018:2250000,"Artificial Intelligence, Information Services, Information Technology, Machine Learning, SaaS",,,,,,,,,,,,,,,,,,,,,,,,,,1
CircumRent,circumrent,no,,,"Founder, Co-Founder, CTO, Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
City Lunch Club,city-lunch-club,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clever Canary,clever-canary,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Closet with Benefits,closet-with-benefits,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CloudPixel,cloudpixel,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Code Coalition,code-coalition,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Coffee Capsules Inc., Gourmesso Coffee USA",coffee-capsules-inc-gourmesso-usa,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cogifter,cogifter,no,,,"Head of Investor Relations, Advisor, Vice President, Portfolio Manager, Advisor, Principal, Founder, Director of Venture & Real Estate, Financial Advisor",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cognea,cognea,no,"university-of-south-africa, university-of-the-witwatersrand","Psychology, unknown","Founder, Founder",2013,"New York, New York",yes,0,"Artificial Intelligence, Cloud Computing, Developer Tools, Information Technology, Machine Learning",0,,,,,,,,,,,,,,,,,,,,,,,,,2
Combs Enterprises,combs-enterprises,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Commune,commune,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Confide,confide,no,carnegie-mellon-university,Computer Science,"Co‐Founder & Chief Technology Officer, Technical Lead / Full Stack Software Engineer",2013,"New York, New York",no,2016:1600000,"Enterprise Software, Messaging, Security, Software",2014:1900000,,,,,,,,,,,,,,,,,,,,,,,,,2
ConnectFORE,connectfore,no,,,"Senior Brand Manager, Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Contactive,contactive,no,"massachusetts-institute-of-technology-mit, columbia-university, university-of-cambridge, university-of-cambridge","Entrepreneurship, Electrical Engineering, Engineering, Engineering","Associate, Co-Founder & Chief Executive Officer, Advisor, Advisor, Co-Founder & Chief Executive Officer, Founder & Chief Executive Officer, Corporate Strategy Manager, Chief Executive Officer & Founder, Board Member",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cooli Labs,cooli-labs,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cooperatize,cooperatize,no,rutgers-university,Biochemistry,"CEO, Founder and CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Coopkanics,coopkanics,no,,,"Co-Founder, Chief Executive Officer",2013,"New York, New York",no,2014:7000003,"Internet, Software, Telecommunications",2013:3000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Alpaca VC,corigin-ventures-2,no,university-of-wisconsin-madison,unknown,"Board Member, Board Member, General Partner",2012,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Corkket,corkket,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Corporate Night Out,corporate-night-out,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CourseLab,courselab,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Crate.DJ,crate-dj,no,franklin-university,Biology,"Lead Software Engineer, Chief Architect, Lead Software Engineer, Co-Founder, Founder, Co-founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Crest & Co,crest-co,no,,,CEO/Founder,2013,"New York, New York",no,2013:1000000,"E-Commerce, Lifestyle, Shopping",,,,,,,,,,,,,,,,,,,,,,,,,,1
CrisOutfit,crisoutfit,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CrowdSifter,crowdsifter,no,"massachusetts-institute-of-technology-mit, insead","Management Science, unknown",Co-Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Crypto Street,crypto-street,no,"rutgers-university, new-jersey-institute-of-technology, new-jersey-institute-of-technology","unknown, Computer Engineering, Computer Engineering","CEO, Chief Technology Officer, Director of Technical Magic, Director of Technology, COO & Co-Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CultureHorde,culturehorde,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cupli Surveys,cup-li,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CustomShow.com,customshow-com,no,"new-york-university, university-of-california-los-angeles","Entertainment, Media & Technology, Theater, Film & Television","Head Of Business Development, EVP of Technology and Design, CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cuurio,cuurio,no,earlham-college,Sociology & Anthropology,"Founder & CEO, Digital Planner, Laterpay, Senior Strategist",2013,"New York, New York",no,2013:300000,"Advertising, Brand Marketing, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,1
Cymath,cymath,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Daily Overview,daily-overview,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DataNeutrality.org,dataneutrality-org,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Datomia,datomia,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DBTEL COMMUNICATIONS,dbtel,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DC Area Drone User Group,dc-area-drone-user-group,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DCL Ventures, Inc.",dcl-ventures-inc,no,hofstra-university,Law,"Founder, CEO & President, Co-Founder, Co-Founder",2013,"New York, New York",no,2013:1000000,"Internet, Mobile, Pet",,,,,,,,,,,,,,,,,,,,,,,,,,1
Deal Roadshow,deal-roadshow-e1ee,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DealSheet,dealsheet,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Deepclass,deepclass,no,"hec-paris, harvard-business-school","ENTREPRENEURS, unknown","CMO, Founder, Founder, Founder & CEO, Founder & CEO, Founder & CEO",2013,"New York, New York",no,2013:4350000,"Collectibles, E-Commerce, Fashion, Jewelry, Lifestyle",,,,,,,,,,,,,,,,,,,,,,,,,,1
Delos Capital,delos-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Designqwest Platforms,designqwest-platforms,no,,,,2013,"New York, New York",no,2014:375000,"Blogging Platforms, Online Portals, Social Network",,,,,,,,,,,,,,,,,,,,,,,,,,1
Digital Law Group,digital-law-group,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Digital Message Display,digital-message-display,no,,,,2013,"New York, New York",yes,0,"Electronics, Local Business, Transportation",,,,,,,,,,,,,,,,,,,,,,,,,,1
Digital Smash Enterprises,digital-smash-enterprises,no,,,"EVP, Business Operations & Strategy, Executive Director, Owner / Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Digital Surf,digital-surf,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dinero Payments,dinero-payments,no,,,"Managing Director, Chief Executive Officer, Chief Executive Officer, Chief Executive Officer, Chief Executive Officer, Chief Executive Officer",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DocHuddle, Inc",dochuddle-inc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DooBop,doobop,no,spelman-college,unknown,Founder & Chief Creative Officer,2013,"New York, New York",no,2013:1300000,"Cosmetics, E-Commerce",,,,,,,,,,,,,,,,,,,,,,,,,,1
Dos Owls,dos-owls,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DOT Capital,dot-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dragonfile,dragonfile,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dragontail Systems,dragontail-systems,no,,,Founder,2013,"Melbourne, Victoria",yes,0,"Artificial Intelligence, Food and Beverage, Food Processing, Internet of Things, Organic Food, Restaurants, Software",2017:6842924,,,,,,,,,,,,,,,,,,,,,,,,,2
DreamTech Ventures,dreamtech-ventures,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dropcopter,dropcopter,no,santa-barbara-city-college,Electronics,CEO,2013,"New York, New York",no,2019:500000,"AgTech, Farming",2018:250000,,,,,,,,,,,,,,,,,,,,,,,,,2
Early Adopter Network,early-adopter-network,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
eBuyersReviewed,ebuyersreviewed,no,,,Founder & CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ed.co,ed-co,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Egyptian-American Enterprise Fund,eaef,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
eHopper,ehopper-services-llc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EMI Strategies,emi-strategies,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
empircly,empircly,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EmptyJob,emptyjob,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Enduro Packs,enduro-packs,no,"fuqua-school-of-business, columbia-university","unknown, unknown",Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Envoy - Your Personal Messenger,envoy-your-personal-messenger,no,university-college-london-ucl,Information Management,"VP, Strategic Accounts, CEO & Founder, Head of Programmatic and Business Development",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EQUIP Advantage,equip-advantage,no,,,,2013,"New York, New York",no,2014:30000,"Apps, Marketing, Oil and Gas",,,,,,,,,,,,,,,,,,,,,,,,,,1
Essential Remedium,essential-remedium,no,,,,2013,"New York, New York",no,2016:250000,"Health Care, Medical, Medical Device",2015:125000,,,,,,,,,,,,,,,,,,,,,,,,,2
Estill Advisory Group,estill-advisory-group,no,university-of-south-carolina,International Business,"New Business Development, Managing Partner",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
eTeam Executive Search,eteam-executive-search,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eventava,eventava,no,columbia-business-school,General Management and Operations,"Operations & Event Consultant, Director of Client Experience, Global Director of Sales, Founder, General Manager, Head of Central",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eventible,eventible,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Everytown for Gun Safety,everytown-for-gun-safety,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Evolution Venture Partners,evolution-venture-partners-2,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Excel Capital Partners,excel-capital-partners,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Executive Employers,executive-employers,no,,,,2013,"New York, New York",no,2014:6500000,"B2B, Career Planning, Consulting, Employment, Internet, Recruiting, Staffing Agency",,,,,,,,,,,,,,,,,,,,,,,,,,1
Explora Phones,explora-phones,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Exubrancy,exubrancy,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Exversion,exversion,no,"esade, university-of-cape-town, tulane-university","unknown, unknown, Business","Co-founder, CEO, CMO, Advisor, Managing Partner, Director",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ezcertifications,ezcertifications,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
F-101,f-101,no,,,,2013,"New York, New York",no,2018:1639996,Travel,2016:1443048,2015:1100000,,,,,,,,,,,,,,,,,,,,,,,,3
Facefeed,context,no,,,Founder & CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Falcon Expenses, Inc.",falcon-expenses-inc,no,"university-of-california-berkeley, university-of-california-berkeley","unknown, unknown",Founder and CEO,2013,"New York, New York",yes,0,"Accounting, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,1
FantasizeTV,fantasizetv,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fast Motion Games,fast-motion-games,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fezzee,fezzee,no,,,"Customer Experience Strategist, Product and Marketing Manager, VP of Sales and Strategic Partnerships",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FIG,figliulo-partners,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Finch15,finch15,no,new-york-university-stern-school-of-business,Finance and Economic,"Investment Partner, Investment Strategy & Research, President, Co-Founder, Vice President",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FireStop,firestop,no,,,Founder and CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Flawless Skin Solutions,flawless-skin-solutions,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Flutter,flutter,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FlyAmple,flyample,no,university-of-kansas,unknown,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FlyCleaners,flycleaners,no,university-of-pennsylvania,Economics,"Founder and CEO, Founder, Founder, Founding Partner, Advisory Board",2013,"New York, New York",yes,0,"Apps, Delivery, Hospitality",2013:2000000,,,,,,,,,,,,,,,,,,,,,,,,,2
Fohr,fohr,no,,,Founder,2013,"New York, New York",yes,0,"Advertising, E-Commerce, Marketing",,,,,,,,,,,,,,,,,,,,,,,,,,1
FoodSnatch,foodsnatch,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Foranima,foranima,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Forex News,forex-news,no,,,"Co-Founder / Publisher, Founder & CEO, Chief Executive Officer, CEO & Co-founder, Co-Founder and Publisher, Chairman Of The Board",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fossil Free Indexes,fossil-free-indexes,no,,,Founder & CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Frankly Media,frankly-media,no,"stanford-university, harvard-university","MBA, Double concentration in Government & East Asian Studies","Investment Director, Founder, Analyst, Chief Growth Officer, Chief Digital Officer, COO, CSO, Founder & CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FreshNYC,freshnyc,no,,,Founder & CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FrontOffice,frontoffice,no,,,"Growth Design & Strategy, Product Design, Head of Design, Co-founder & Head of Design, Director, Product Design, Head of Design, VP, Product Design",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Full Scale Media LLC,full-scale-media-llc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fund Dreamer Enterprises,fund-dreamer,no,,,Founder / Product Manager,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GamedayTV,gameday-tv,no,,,"Co-Founder, Founder / CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Generation Ready,generation-ready,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Genetic Ink,genetic-ink,no,,,Founder | CEO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Genius Pack,genius-pack,no,,,President & Founder,2013,"New York, New York",no,2014:1750000,"E-Commerce, Travel",2013:75000,,,,,,,,,,,,,,,,,,,,,,,,,2
Genterpret,genterpret,no,"university-of-pennsylvania, harvard-university","unknown, unknown","Team Member, Principal Scientist, Co-Founder",2013,"New York, New York",no,2013:20000,"Data Integration, Genetics, Health Care, Medical, Personalization",,,,,,,,,,,,,,,,,,,,,,,,,,1
Get Inclusive,getinclusive-com,no,"massachusetts-institute-of-technology-sloan-school-of-management, harvard-kennedy-school-of-government, cooper-union-for-the-advancement-of-science-and-art, columbia-business-school","BUSINESS, Business & Government Relations, Electrical Engineering, Operations Research - Financial Engineering","Manager, Executive Director - Global Commercial Program Lead -, Team Member, Founder",2014,"Southbury, Connecticut",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GetSnippy,getsnippy,no,,,,2013,"New York, New York",no,2013:80000,"Advertising, Advertising Platforms, Android, App Marketing, Big Data, iOS, Loyalty Programs, Mobile, Social Media",,,,,,,,,,,,,,,,,,,,,,,,,,1
Gifteng,gifteng,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Givlet,givlet,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GIVTED,givted,no,kedge-business-school,Economics,"Retail Experience Director International, Chief Digital Officer, Co-founder",2013,"New York, New York",no,2013:1000000,"Communities, Crowdfunding, Crowdsourcing, E-Commerce, Financial Services, Gift Card, Retail",,,,,,,,,,,,,,,,,,,,,,,,,,1
GLEAN,glean,no,,,"co-founder & CTO, Co-founder & CTO, Principal Software Engineer, Head of Infrastructure & Security",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mehl Partners,global-i-ventures,no,university-of-buenos-aires,Business Administration & Economics,"Founder & CEO, Founder & CEO, Founder",2013,"Jerusalem, Yerushalayim",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Goodlook,goodlook,no,,,"Head of Product Management, Co-Founder/Chief Product Development Officer, Founder/Chief Product Officer, Founder / CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GrabMyEssay,grabmyessay,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Grameen PrimaCare,grameen-primacare,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GrapeStory,grapestory,no,institut-d-tudes-politiques-de-bordeaux,Management,"Founder, Co-Founder",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Green Test Prep,green-test-prep,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Greenwood,greenwood,no,saint-ambrose-university,Graphic Design,"Co-Founder, Co-founder / Product UI/UX",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
GRID Ventures,grid-ventures,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HackHands,hackhands,no,,,"Co-founder & CEO, Co-founder & CEO, Co-Founder",2013,"New York, New York",no,2014:175000,"EdTech, Education, Training, Video Chat",,,,,,,,,,,,,,,,,,,,,,,,,,1
Happy Heart Kid,happy-heart-kid,no,,,Founder,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Reset Design Group,happy-medium,no,,,Founder & CEO,2010,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hark Capital,hark-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
hathi,hathi,no,,,"Operations/Systems Admin, Founder, Systems Administrator",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HealthKeep,healthkeep,no,"columbia-university, college-of-william-and-mary","unknown, unknown",Co-Founder and CMO,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Heedly,heedly,no,,,"Vice President, Founder & CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hip Hop Smithsonian,hip-hop-smithsonian,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HOM,hom,no,,,"Co-Founder/Chief Happiness Officer, Co-Founder CEO",2013,"New York, New York",yes,0,"Commercial, Fitness, Health Care, Real Estate",2016:375000,0,,,,,,,,,,,,,,,,,,,,,,,,3
Home Captain,home-captain,no,columbia-university,Technology Management,"Director Marketing & Distribution, Founder and CEO, CEO & Founder, Senior Manager",2013,"New York, New York",yes,0,"Real Estate, Sales, Software",0,,,,,,,,,,,,,,,,,,,,,,,,,2
Homespree,homespree,no,,,"Director, Growth, Cofounder, Associate Director, Expansion, VP, Growth & Data",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Hycroft,hycroft,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HyperTraffic SEO,hypertraffic-seo,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
I Love Free Concerts,i-love-free-concerts,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Impactia,impactia,no,,,Chief Executive Officer & Co-Founder,2010,"New York, New York",no,2012:1000000,"Messaging, SaaS, Software",,,,,,,,,,,,,,,,,,,,,,,,,,1
Implement Capital,implement-capital,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
In Between Jobs,in-between-jobs,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"In The Lights PR, Inc.",in-the-lights-pr-inc,no,"valley-forge-military-college, wharton-school-of-the-university-of-pennsylvania, lehigh-university","unknown, Technology Management, Mechanical Engineering","Corporate Auditor, Lean Business Process & Systems Project Leader, Sales Executive, Senior Manager, Business Systems, Vice President of Business Development, Member, Board of Directors, Principal, Member, Board of Advisors, Aerospace Manufacturing Engineer, Co-Chair, President & CEO, Co-Founder & Member, Board of Directors",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
In2PcFix LLC,in2pcfix-llc,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Inboxr,inboxr,no,,,,2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
INC39,inc39,no,,,"Founder, CEO",2013,"New York, New York",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
